Name,AccountExternalId,SecurityExternalId,MarketValue__c,Quantity__c
PA_0013-ADANIENT,PA_0013,SEC_ADANIENT,1065985,91
PA_0013-SHRIRAMFIN,PA_0013,SEC_SHRIRAMFIN,1065985,442
PA_0013-NESTLEIND,PA_0013,SEC_NESTLEIND,1065985,220
PA_0014-MARUTI,PA_0014,SEC_MARUTI,1835623,83
PA_0014-ADANIENT,PA_0014,SEC_ADANIENT,1835623,14
PA_0014-COALINDIA,PA_0014,SEC_COALINDIA,1835623,323
PA_0015-ADANIENT,PA_0015,SEC_ADANIENT,1263808,58
PA_0015-APOLLOHOSP,PA_0015,SEC_APOLLOHOSP,1263808,353
PA_0015-TCS,PA_0015,SEC_TCS,1263808,429
PA_0016-NTPC,PA_0016,SEC_NTPC,1474634,304
PA_0016-LT,PA_0016,SEC_LT,1474634,168
PA_0016-DRREDDY,PA_0016,SEC_DRREDDY,1474634,263
PA_0016-NESTLEIND,PA_0016,SEC_NESTLEIND,1474634,164
PA_0016-ULTRACEMCO,PA_0016,SEC_ULTRACEMCO,1474634,311
PA_0016-ITC,PA_0016,SEC_ITC,1474634,113
PA_0017-BHARTIARTL,PA_0017,SEC_BHARTIARTL,820048,62
PA_0017-HEROMOTOCO,PA_0017,SEC_HEROMOTOCO,820048,423
PA_0017-TITAN,PA_0017,SEC_TITAN,820048,21
PA_0017-NIFTYBEES,PA_0017,SEC_NIFTYBEES,820048,179
PA_0017-LT,PA_0017,SEC_LT,820048,233
PA_0017-WIPRO,PA_0017,SEC_WIPRO,820048,359
PA_0018-TECHM,PA_0018,SEC_TECHM,3553788,327
PA_0018-LIQUIDBEES,PA_0018,SEC_LIQUIDBEES,3553788,113
PA_0018-BPCL,PA_0018,SEC_BPCL,3553788,342
PA_0018-M&M,PA_0018,SEC_M&M,3553788,47
PA_0019-SBILIFE,PA_0019,SEC_SBILIFE,898770,431
PA_0019-M&M,PA_0019,SEC_M&M,898770,294
PA_0019-LIQUIDBEES,PA_0019,SEC_LIQUIDBEES,898770,289
PA_0019-BPCL,PA_0019,SEC_BPCL,898770,336
PA_0019-INFY,PA_0019,SEC_INFY,898770,300
PA_0019-TECHM,PA_0019,SEC_TECHM,898770,352
PA_0020-ULTRACEMCO,PA_0020,SEC_ULTRACEMCO,638530,226
PA_0020-LT,PA_0020,SEC_LT,638530,162
PA_0020-JSWSTEEL,PA_0020,SEC_JSWSTEEL,638530,92
PA_0020-TATAMOTORS,PA_0020,SEC_TATAMOTORS,638530,230
PA_0020-TCS,PA_0020,SEC_TCS,638530,288
PA_0020-RELIANCE,PA_0020,SEC_RELIANCE,638530,329
PA_0021-JSWSTEEL,PA_0021,SEC_JSWSTEEL,1953341,298
PA_0021-COALINDIA,PA_0021,SEC_COALINDIA,1953341,382
PA_0021-NIFTYBEES,PA_0021,SEC_NIFTYBEES,1953341,402
PA_0022-BPCL,PA_0022,SEC_BPCL,1166988,353
PA_0022-ADANIENT,PA_0022,SEC_ADANIENT,1166988,380
PA_0022-ITC,PA_0022,SEC_ITC,1166988,491
PA_0023-ULTRACEMCO,PA_0023,SEC_ULTRACEMCO,1223693,74
PA_0023-CIPLA,PA_0023,SEC_CIPLA,1223693,388
PA_0023-DRREDDY,PA_0023,SEC_DRREDDY,1223693,445
PA_0024-COALINDIA,PA_0024,SEC_COALINDIA,476090,389
PA_0024-LT,PA_0024,SEC_LT,476090,217
PA_0024-TCS,PA_0024,SEC_TCS,476090,86
PA_0024-SBILIFE,PA_0024,SEC_SBILIFE,476090,269
PA_0024-HEROMOTOCO,PA_0024,SEC_HEROMOTOCO,476090,478
PA_0024-TATAMOTORS,PA_0024,SEC_TATAMOTORS,476090,50
PA_0025-ONGC,PA_0025,SEC_ONGC,1068381,212
PA_0025-LIQUIDBEES,PA_0025,SEC_LIQUIDBEES,1068381,200
PA_0025-BHARTIARTL,PA_0025,SEC_BHARTIARTL,1068381,81
PA_0025-INFY,PA_0025,SEC_INFY,1068381,293
PA_0025-DIVISLAB,PA_0025,SEC_DIVISLAB,1068381,267
PA_0026-TATASTEEL,PA_0026,SEC_TATASTEEL,1567856,128
PA_0026-NESTLEIND,PA_0026,SEC_NESTLEIND,1567856,450
PA_0026-WIPRO,PA_0026,SEC_WIPRO,1567856,316
PA_0027-TATASTEEL,PA_0027,SEC_TATASTEEL,2287001,308
PA_0027-WIPRO,PA_0027,SEC_WIPRO,2287001,216
PA_0027-TATACONSUM,PA_0027,SEC_TATACONSUM,2287001,451
PA_0027-TITAN,PA_0027,SEC_TITAN,2287001,256
PA_0027-ITC,PA_0027,SEC_ITC,2287001,360
PA_0028-TCS,PA_0028,SEC_TCS,491790,288
PA_0028-LT,PA_0028,SEC_LT,491790,388
PA_0028-SUNPHARMA,PA_0028,SEC_SUNPHARMA,491790,239
PA_0028-LIQUIDBEES,PA_0028,SEC_LIQUIDBEES,491790,78
PA_0028-RELIANCE,PA_0028,SEC_RELIANCE,491790,287
PA_0029-HINDALCO,PA_0029,SEC_HINDALCO,2322921,479
PA_0029-APOLLOHOSP,PA_0029,SEC_APOLLOHOSP,2322921,466
PA_0029-HINDALCO,PA_0029,SEC_HINDALCO,2322921,294
PA_0030-NTPC,PA_0030,SEC_NTPC,1058382,19
PA_0030-HDFCLIFE,PA_0030,SEC_HDFCLIFE,1058382,295
PA_0030-SHRIRAMFIN,PA_0030,SEC_SHRIRAMFIN,1058382,39
PA_0030-APOLLOHOSP,PA_0030,SEC_APOLLOHOSP,1058382,389
PA_0030-NTPC,PA_0030,SEC_NTPC,1058382,10
PA_0031-LT,PA_0031,SEC_LT,186963,244
PA_0031-M&M,PA_0031,SEC_M&M,186963,234
PA_0031-ADANIPORTS,PA_0031,SEC_ADANIPORTS,186963,71
PA_0031-BAJAJ-AUTO,PA_0031,SEC_BAJAJ-AUTO,186963,35
PA_0031-TATASTEEL,PA_0031,SEC_TATASTEEL,186963,446
PA_0031-COALINDIA,PA_0031,SEC_COALINDIA,186963,415
PA_0032-ADANIENT,PA_0032,SEC_ADANIENT,756792,165
PA_0032-HINDUNILVR,PA_0032,SEC_HINDUNILVR,756792,488
PA_0032-INFY,PA_0032,SEC_INFY,756792,280
PA_0032-TATASTEEL,PA_0032,SEC_TATASTEEL,756792,276
PA_0033-JSWSTEEL,PA_0033,SEC_JSWSTEEL,916717,425
PA_0033-NESTLEIND,PA_0033,SEC_NESTLEIND,916717,383
PA_0033-TATACONSUM,PA_0033,SEC_TATACONSUM,916717,145
PA_0033-WIPRO,PA_0033,SEC_WIPRO,916717,79
PA_0034-SUNPHARMA,PA_0034,SEC_SUNPHARMA,1141869,492
PA_0034-HEROMOTOCO,PA_0034,SEC_HEROMOTOCO,1141869,94
PA_0034-NESTLEIND,PA_0034,SEC_NESTLEIND,1141869,340
PA_0034-INFY,PA_0034,SEC_INFY,1141869,194
PA_0034-DRREDDY,PA_0034,SEC_DRREDDY,1141869,64
PA_0035-ONGC,PA_0035,SEC_ONGC,834974,476
PA_0035-ASIANPAINT,PA_0035,SEC_ASIANPAINT,834974,278
PA_0035-BRITANNIA,PA_0035,SEC_BRITANNIA,834974,146
PA_0035-M&M,PA_0035,SEC_M&M,834974,354
PA_0035-COALINDIA,PA_0035,SEC_COALINDIA,834974,137
PA_0036-TCS,PA_0036,SEC_TCS,1871241,279
PA_0036-HDFCLIFE,PA_0036,SEC_HDFCLIFE,1871241,189
PA_0036-DIVISLAB,PA_0036,SEC_DIVISLAB,1871241,328
PA_0036-M&M,PA_0036,SEC_M&M,1871241,398
PA_0037-POWERGRID,PA_0037,SEC_POWERGRID,1311549,196
PA_0037-BAJAJ-AUTO,PA_0037,SEC_BAJAJ-AUTO,1311549,459
PA_0037-SUNPHARMA,PA_0037,SEC_SUNPHARMA,1311549,224
PA_0037-ADANIENT,PA_0037,SEC_ADANIENT,1311549,218
PA_0038-BAJAJ-AUTO,PA_0038,SEC_BAJAJ-AUTO,2232067,407
PA_0038-INDUSINDBK,PA_0038,SEC_INDUSINDBK,2232067,128
PA_0038-ADANIENT,PA_0038,SEC_ADANIENT,2232067,296
PA_0039-NESTLEIND,PA_0039,SEC_NESTLEIND,3720413,72
PA_0039-ITC,PA_0039,SEC_ITC,3720413,347
PA_0039-TECHM,PA_0039,SEC_TECHM,3720413,410
PA_0039-DIVISLAB,PA_0039,SEC_DIVISLAB,3720413,209
PA_0040-INFY,PA_0040,SEC_INFY,836117,151
PA_0040-DRREDDY,PA_0040,SEC_DRREDDY,836117,32
PA_0040-CIPLA,PA_0040,SEC_CIPLA,836117,73
PA_0040-NTPC,PA_0040,SEC_NTPC,836117,264
PA_0040-MARUTI,PA_0040,SEC_MARUTI,836117,96
PA_0040-SHRIRAMFIN,PA_0040,SEC_SHRIRAMFIN,836117,102
PA_0041-INFY,PA_0041,SEC_INFY,219922,332
PA_0041-BPCL,PA_0041,SEC_BPCL,219922,156
PA_0041-JSWSTEEL,PA_0041,SEC_JSWSTEEL,219922,446
PA_0041-ASIANPAINT,PA_0041,SEC_ASIANPAINT,219922,310
PA_0041-ITC,PA_0041,SEC_ITC,219922,398
PA_0041-ASIANPAINT,PA_0041,SEC_ASIANPAINT,219922,370
PA_0042-SBILIFE,PA_0042,SEC_SBILIFE,1575625,46
PA_0042-MARUTI,PA_0042,SEC_MARUTI,1575625,61
PA_0042-TATASTEEL,PA_0042,SEC_TATASTEEL,1575625,487
PA_0042-HCLTECH,PA_0042,SEC_HCLTECH,1575625,69
PA_0042-DRREDDY,PA_0042,SEC_DRREDDY,1575625,65
PA_0043-HINDUNILVR,PA_0043,SEC_HINDUNILVR,782159,364
PA_0043-TITAN,PA_0043,SEC_TITAN,782159,399
PA_0043-ULTRACEMCO,PA_0043,SEC_ULTRACEMCO,782159,87
PA_0043-ASIANPAINT,PA_0043,SEC_ASIANPAINT,782159,277
PA_0043-BPCL,PA_0043,SEC_BPCL,782159,341
PA_0044-SUNPHARMA,PA_0044,SEC_SUNPHARMA,1749689,93
PA_0044-MARUTI,PA_0044,SEC_MARUTI,1749689,220
PA_0044-NESTLEIND,PA_0044,SEC_NESTLEIND,1749689,254
PA_0044-TATACONSUM,PA_0044,SEC_TATACONSUM,1749689,126
PA_0045-WIPRO,PA_0045,SEC_WIPRO,1551837,298
PA_0045-COALINDIA,PA_0045,SEC_COALINDIA,1551837,380
PA_0045-NESTLEIND,PA_0045,SEC_NESTLEIND,1551837,123
PA_0045-NTPC,PA_0045,SEC_NTPC,1551837,197
PA_0045-HCLTECH,PA_0045,SEC_HCLTECH,1551837,47
PA_0046-EICHERMOT,PA_0046,SEC_EICHERMOT,7018402,356
PA_0046-M&M,PA_0046,SEC_M&M,7018402,326
PA_0046-TCS,PA_0046,SEC_TCS,7018402,420
PA_0047-INFY,PA_0047,SEC_INFY,306613,256
PA_0047-WIPRO,PA_0047,SEC_WIPRO,306613,103
PA_0047-HCLTECH,PA_0047,SEC_HCLTECH,306613,184
PA_0047-ONGC,PA_0047,SEC_ONGC,306613,16
PA_0047-POWERGRID,PA_0047,SEC_POWERGRID,306613,449
PA_0048-BRITANNIA,PA_0048,SEC_BRITANNIA,2481084,123
PA_0048-DIVISLAB,PA_0048,SEC_DIVISLAB,2481084,139
PA_0048-SUNPHARMA,PA_0048,SEC_SUNPHARMA,2481084,102
PA_0049-ULTRACEMCO,PA_0049,SEC_ULTRACEMCO,864042,481
PA_0049-NTPC,PA_0049,SEC_NTPC,864042,147
PA_0049-TITAN,PA_0049,SEC_TITAN,864042,169
PA_0049-EICHERMOT,PA_0049,SEC_EICHERMOT,864042,13
PA_0050-ADANIENT,PA_0050,SEC_ADANIENT,943774,140
PA_0050-ASIANPAINT,PA_0050,SEC_ASIANPAINT,943774,356
PA_0050-ITC,PA_0050,SEC_ITC,943774,223
PA_0051-ADANIPORTS,PA_0051,SEC_ADANIPORTS,2005870,302
PA_0051-DRREDDY,PA_0051,SEC_DRREDDY,2005870,380
PA_0051-HCLTECH,PA_0051,SEC_HCLTECH,2005870,443
PA_0051-NTPC,PA_0051,SEC_NTPC,2005870,316
PA_0052-BHARTIARTL,PA_0052,SEC_BHARTIARTL,774103,354
PA_0052-TITAN,PA_0052,SEC_TITAN,774103,140
PA_0052-BHARTIARTL,PA_0052,SEC_BHARTIARTL,774103,437
PA_0052-BPCL,PA_0052,SEC_BPCL,774103,34
PA_0053-TATACONSUM,PA_0053,SEC_TATACONSUM,296520,163
PA_0053-TCS,PA_0053,SEC_TCS,296520,263
PA_0053-TATAMOTORS,PA_0053,SEC_TATAMOTORS,296520,270
PA_0053-NESTLEIND,PA_0053,SEC_NESTLEIND,296520,52
PA_0053-ONGC,PA_0053,SEC_ONGC,296520,106
PA_0054-COALINDIA,PA_0054,SEC_COALINDIA,1273850,234
PA_0054-SBILIFE,PA_0054,SEC_SBILIFE,1273850,453
PA_0054-HINDUNILVR,PA_0054,SEC_HINDUNILVR,1273850,202
PA_0054-BRITANNIA,PA_0054,SEC_BRITANNIA,1273850,367
PA_0054-TCS,PA_0054,SEC_TCS,1273850,229
PA_0054-BRITANNIA,PA_0054,SEC_BRITANNIA,1273850,276
PA_0055-INFY,PA_0055,SEC_INFY,5579356,368
PA_0055-POWERGRID,PA_0055,SEC_POWERGRID,5579356,430
PA_0055-TATACONSUM,PA_0055,SEC_TATACONSUM,5579356,62
PA_0056-NTPC,PA_0056,SEC_NTPC,504487,368
PA_0056-NTPC,PA_0056,SEC_NTPC,504487,352
PA_0056-DIVISLAB,PA_0056,SEC_DIVISLAB,504487,231
PA_0056-RELIANCE,PA_0056,SEC_RELIANCE,504487,299
PA_0056-ADANIPORTS,PA_0056,SEC_ADANIPORTS,504487,150
PA_0056-SHRIRAMFIN,PA_0056,SEC_SHRIRAMFIN,504487,81
PA_0057-LT,PA_0057,SEC_LT,1582325,257
PA_0057-JSWSTEEL,PA_0057,SEC_JSWSTEEL,1582325,108
PA_0057-INDUSINDBK,PA_0057,SEC_INDUSINDBK,1582325,239
PA_0057-TITAN,PA_0057,SEC_TITAN,1582325,47
PA_0057-RELIANCE,PA_0057,SEC_RELIANCE,1582325,54
PA_0058-DRREDDY,PA_0058,SEC_DRREDDY,5031909,433
PA_0058-WIPRO,PA_0058,SEC_WIPRO,5031909,349
PA_0058-SHRIRAMFIN,PA_0058,SEC_SHRIRAMFIN,5031909,156
PA_0059-ULTRACEMCO,PA_0059,SEC_ULTRACEMCO,2422739,180
PA_0059-HINDALCO,PA_0059,SEC_HINDALCO,2422739,152
PA_0059-SHRIRAMFIN,PA_0059,SEC_SHRIRAMFIN,2422739,277
PA_0059-HDFCLIFE,PA_0059,SEC_HDFCLIFE,2422739,60
PA_0060-TATAMOTORS,PA_0060,SEC_TATAMOTORS,1226067,49
PA_0060-TATAMOTORS,PA_0060,SEC_TATAMOTORS,1226067,16
PA_0060-ASIANPAINT,PA_0060,SEC_ASIANPAINT,1226067,445
PA_0060-TCS,PA_0060,SEC_TCS,1226067,284
PA_0061-ADANIENT,PA_0061,SEC_ADANIENT,966413,97
PA_0061-LT,PA_0061,SEC_LT,966413,196
PA_0061-BAJAJ-AUTO,PA_0061,SEC_BAJAJ-AUTO,966413,82
PA_0061-POWERGRID,PA_0061,SEC_POWERGRID,966413,104
PA_0062-UPL,PA_0062,SEC_UPL,1088089,201
PA_0062-NIFTYBEES,PA_0062,SEC_NIFTYBEES,1088089,461
PA_0062-UPL,PA_0062,SEC_UPL,1088089,39
PA_0063-ULTRACEMCO,PA_0063,SEC_ULTRACEMCO,771276,421
PA_0063-ADANIPORTS,PA_0063,SEC_ADANIPORTS,771276,118
PA_0063-ADANIENT,PA_0063,SEC_ADANIENT,771276,449
PA_0063-TCS,PA_0063,SEC_TCS,771276,251
PA_0064-GRASIM,PA_0064,SEC_GRASIM,821356,79
PA_0064-M&M,PA_0064,SEC_M&M,821356,49
PA_0064-HDFCLIFE,PA_0064,SEC_HDFCLIFE,821356,452
PA_0064-RELIANCE,PA_0064,SEC_RELIANCE,821356,447
PA_0065-SBILIFE,PA_0065,SEC_SBILIFE,4369589,301
PA_0065-CIPLA,PA_0065,SEC_CIPLA,4369589,75
PA_0065-TATACONSUM,PA_0065,SEC_TATACONSUM,4369589,391
PA_0065-NTPC,PA_0065,SEC_NTPC,4369589,360
PA_0065-ITC,PA_0065,SEC_ITC,4369589,392
PA_0065-ULTRACEMCO,PA_0065,SEC_ULTRACEMCO,4369589,421
PA_0066-ADANIPORTS,PA_0066,SEC_ADANIPORTS,1696191,369
PA_0066-RELIANCE,PA_0066,SEC_RELIANCE,1696191,55
PA_0066-NTPC,PA_0066,SEC_NTPC,1696191,457
PA_0066-EICHERMOT,PA_0066,SEC_EICHERMOT,1696191,276
PA_0067-TATAMOTORS,PA_0067,SEC_TATAMOTORS,7551562,150
PA_0067-ADANIENT,PA_0067,SEC_ADANIENT,7551562,92
PA_0067-JSWSTEEL,PA_0067,SEC_JSWSTEEL,7551562,378
PA_0068-MARUTI,PA_0068,SEC_MARUTI,847821,14
PA_0068-SHRIRAMFIN,PA_0068,SEC_SHRIRAMFIN,847821,359
PA_0068-CIPLA,PA_0068,SEC_CIPLA,847821,294
PA_0068-BAJAJ-AUTO,PA_0068,SEC_BAJAJ-AUTO,847821,493
PA_0068-EICHERMOT,PA_0068,SEC_EICHERMOT,847821,414
PA_0068-POWERGRID,PA_0068,SEC_POWERGRID,847821,122
PA_0069-WIPRO,PA_0069,SEC_WIPRO,1477553,448
PA_0069-GRASIM,PA_0069,SEC_GRASIM,1477553,27
PA_0069-RELIANCE,PA_0069,SEC_RELIANCE,1477553,158
PA_0069-MARUTI,PA_0069,SEC_MARUTI,1477553,482
PA_0069-TATACONSUM,PA_0069,SEC_TATACONSUM,1477553,261
PA_0070-POWERGRID,PA_0070,SEC_POWERGRID,3749478,284
PA_0070-HINDALCO,PA_0070,SEC_HINDALCO,3749478,168
PA_0070-DRREDDY,PA_0070,SEC_DRREDDY,3749478,280
PA_0070-CIPLA,PA_0070,SEC_CIPLA,3749478,91
PA_0071-NESTLEIND,PA_0071,SEC_NESTLEIND,478751,234
PA_0071-ITC,PA_0071,SEC_ITC,478751,431
PA_0071-ADANIPORTS,PA_0071,SEC_ADANIPORTS,478751,435
PA_0071-APOLLOHOSP,PA_0071,SEC_APOLLOHOSP,478751,15
PA_0071-BAJAJ-AUTO,PA_0071,SEC_BAJAJ-AUTO,478751,363
PA_0071-M&M,PA_0071,SEC_M&M,478751,493
PA_0072-ADANIPORTS,PA_0072,SEC_ADANIPORTS,1722407,286
PA_0072-HEROMOTOCO,PA_0072,SEC_HEROMOTOCO,1722407,92
PA_0072-MARUTI,PA_0072,SEC_MARUTI,1722407,46
PA_0072-M&M,PA_0072,SEC_M&M,1722407,136
PA_0072-M&M,PA_0072,SEC_M&M,1722407,370
PA_0072-TATASTEEL,PA_0072,SEC_TATASTEEL,1722407,164
PA_0073-ULTRACEMCO,PA_0073,SEC_ULTRACEMCO,932331,313
PA_0073-POWERGRID,PA_0073,SEC_POWERGRID,932331,169
PA_0073-MARUTI,PA_0073,SEC_MARUTI,932331,78
PA_0073-LIQUIDBEES,PA_0073,SEC_LIQUIDBEES,932331,342
